frame,Fish1_P1_x,Fish1_P1_y,Fish1_P1_z,Fish1_P2_x,Fish1_P2_y,Fish1_P2_z,Fish1_P3_x,Fish1_P3_y,Fish1_P3_z,Fish1_P4_x,Fish1_P4_y,Fish1_P4_z,Fish1_P5_x,Fish1_P5_y,Fish1_P5_z,Fish1_P6_x,Fish1_P6_y,Fish1_P6_z,Fish1_P7_x,Fish1_P7_y,Fish1_P7_z,Fish1_P8_x,Fish1_P8_y,Fish1_P8_z,Fish1_P9_x,Fish1_P9_y,Fish1_P9_z,Fish1_P10_x,Fish1_P10_y,Fish1_P10_z,Fish1_P11_x,Fish1_P11_y,Fish1_P11_z,Fish1_P12_x,Fish1_P12_y,Fish1_P12_z,Fish1_P13_x,Fish1_P13_y,Fish1_P13_z
371,873.0466,340.5043,-3.0590,863.5145,343.6618,-1.8119,853.6472,346.8896,-0.0723,844.5225,350.1167,2.0959,834.6675,352.2946,3.0903,824.8576,353.8525,3.6886,814.7758,354.7659,2.9685,804.5532,354.9685,1.4982,794.4359,355.2771,-0.0715,784.2606,355.5409,-1.8915,774.1624,357.4362,-3.3129,764.7147,360.0569,-3.5190,755.6053,364.4928,-3.0212
372,874.8785,340.0047,-3.5501,865.1708,342.6788,-2.5454,855.4697,345.9769,-1.0269,845.9914,349.1026,0.6333,836.5996,351.8941,2.6590,826.5700,354.3202,3.4115,816.6393,355.4712,3.5904,806.4048,355.6792,2.5059,796.2731,355.7733,1.0831,786.0382,355.8512,-0.6768,776.4004,356.7841,-2.4451,766.3176,359.0225,-3.2110,756.8661,362.6414,-3.7281
373,876.2945,339.0186,-3.5551,866.7541,341.4671,-3.1187,857.0672,344.6404,-1.8851,847.6492,347.9291,-0.1685,838.2030,351.5962,1.3831,828.5062,354.0622,3.0990,818.4989,355.8984,3.6746,808.7462,356.6053,3.3357,798.4499,356.3433,1.9335,788.3127,356.5805,0.3010,777.9318,356.9679,-1.7971,768.1493,358.3623,-3.1277,758.4980,361.0434,-3.6365
374,878.1437,338.1930,-3.5322,867.9876,340.7181,-3.5327,858.8575,343.7066,-2.8579,849.2894,347.1009,-1.3895,839.7155,350.7578,0.5653,830.0666,353.6714,2.2595,820.5772,355.8377,3.3745,810.3787,356.9577,3.7566,800.4167,357.3165,2.7549,789.7271,357.2995,1.5616,779.9818,357.1652,-0.5253,769.9764,358.1263,-2.0524,760.1768,360.1383,-3.4549
375,879.8447,337.6450,-2.7891,870.2537,340.1867,-3.5948,860.6401,342.7854,-3.3466,851.0603,345.9372,-2.1191,841.4689,349.5600,-0.6297,831.9402,352.9886,1.1477,822.4285,355.4722,2.7351,812.3218,357.6254,3.5517,802.5194,358.3335,3.4923,792.1203,358.5704,2.1334,782.1434,358.1351,0.4898,771.9644,358.2714,-1.2600,761.7142,359.3673,-2.6047
376,881.7729,337.4601,-2.0963,871.6236,339.5640,-3.1531,861.8443,341.4314,-3.5127,852.4487,344.8154,-3.0098,843.0874,348.2342,-1.9173,833.7412,351.9766,0.2534,824.0186,355.1063,1.8202,814.2507,357.6290,3.1021,804.5745,358.9152,3.7619,794.1901,359.1739,3.2332,783.9343,359.0907,1.6863,773.7910,359.0300,-0.0262,763.4729,359.1259,-1.8089
377,883.6398,337.3690,-1.0769,873.4815,338.9957,-2.4888,863.9085,340.8952,-3.5994,854.0681,343.4145,-3.4656,844.7057,346.9318,-2.6554,835.3378,350.4206,-1.1089,826.0990,354.1265,0.9540,816.1075,357.0063,2.5254,806.2840,359.2083,3.5205,796.2261,360.0883,3.4437,785.9463,360.5126,2.5106,775.8058,359.7616,0.8880,765.5925,359.5642,-0.7423
378,885.0668,337.3759,-0.0775,875.3403,338.7730,-1.8128,865.3430,340.5011,-3.0748,855.7325,342.7714,-3.6057,846.3175,345.6309,-3.2123,836.6494,349.2542,-2.0571,827.2628,353.0338,-0.1910,817.7136,356.6646,1.5206,808.1615,359.1157,3.0356,798.1533,360.7163,3.8070,788.0389,361.3030,3.2825,777.8786,361.0539,2.1323,767.2575,360.3423,0.3016
379,886.9937,337.5403,1.2929,877.0099,338.5981,-0.4607,867.3406,339.9150,-2.1366,857.4611,342.1950,-3.1882,847.5588,344.8386,-3.6571,838.1066,347.7721,-2.8339,828.7013,351.5973,-1.2479,819.2712,355.5507,0.2109,809.7975,358.8311,2.1973,800.2595,361.3159,3.3720,790.1447,362.2995,3.7278,779.9763,362.1209,2.5618,769.3722,361.4850,1.5007
380,888.8228,337.8289,2.3085,879.1752,338.9156,0.6218,869.0333,339.7601,-1.0160,859.1512,341.4172,-2.6135,849.4079,343.4859,-3.4231,839.8486,346.6394,-3.3520,830.1096,350.2212,-2.3620,821.1698,354.2724,-0.4826,811.2741,358.0198,1.0092,801.8248,360.8255,2.8039,792.0420,362.2933,3.4045,781.8764,363.3001,3.4584,771.5956,362.8721,2.6116
381,891.1207,337.8587,2.7778,880.8918,339.2410,1.4883,871.0537,340.1031,-0.3047,860.9591,341.0058,-2.0523,851.0848,342.6166,-3.0707,841.6174,345.4772,-3.5394,831.9461,348.8061,-3.0846,822.6067,352.7868,-1.5146,813.1350,356.8393,0.2618,803.7184,360.2696,1.9263,793.9495,362.8917,3.3117,783.8992,364.2158,3.6734,773.8376,364.0585,3.3705
382,892.6236,338.2925,3.3994,882.8330,339.1783,2.5187,872.8990,340.1143,0.6989,862.6540,340.8286,-1.1618,852.8889,342.3297,-2.4235,843.0230,344.4232,-3.2788,833.5638,347.0260,-3.4687,823.8843,351.2186,-2.2962,814.8868,355.2161,-1.1497,805.2705,359.3641,1.0742,795.6940,362.4496,2.6114,786.0334,364.4571,3.4320,775.9348,364.9336,3.6923
383,894.6293,338.2039,3.6399,884.4177,339.4229,3.2023,874.5591,340.5696,2.2907,864.4947,341.4667,-0.0639,854.4809,342.1170,-1.4718,844.8533,343.5682,-3.1370,834.8052,346.1323,-3.7876,825.5292,349.4428,-3.2181,815.8808,353.8822,-1.9213,807.0122,358.1725,-0.4454,797.3299,361.6692,1.5367,787.6784,364.4472,3.0245,777.5552,365.6473,3.4783
384,896.6825,337.6752,3.3908,886.5607,339.8897,3.3354,876.6805,341.1953,2.8671,866.4209,341.3615,1.2057,856.7032,342.4978,-0.3047,846.5447,343.6502,-2.0337,836.5445,345.4586,-3.1683,826.9474,348.3408,-3.4730,817.2127,351.8868,-2.8129,808.5545,356.2623,-1.1583,799.2045,360.4528,0.6404,789.4283,363.9353,2.0503,780.0612,366.2947,3.3328
385,898.2420,337.5919,2.8805,888.2338,339.4122,3.7026,878.4311,341.2153,3.4001,868.6002,341.9072,2.1075,858.5600,342.6853,0.6084,848.3194,343.4610,-1.4108,838.3578,344.7519,-2.5782,828.7767,347.1188,-3.7967,819.0646,350.7265,-3.2216,810.0120,354.4568,-2.2734,800.4187,358.8793,-0.3408,791.3886,363.3056,1.2507,781.4522,366.2670,2.9142
386,900.0152,336.9285,1.8579,890.5807,339.8046,2.9510,880.5534,341.6609,3.8207,870.4474,342.3940,3.0388,860.4858,343.1674,1.7708,850.2497,343.9259,-0.1378,840.2346,344.7276,-1.8301,830.5469,346.4899,-3.4254,821.0732,349.1806,-3.6341,811.3305,352.8583,-3.1057,801.9696,357.2677,-1.6999,792.6802,361.6728,0.1702,783.2390,365.4438,1.7610
387,901.6000,336.5223,0.9086,892.0171,339.1856,2.4908,882.2977,341.3094,3.4635,872.3456,343.0459,3.4583,862.1572,343.8893,2.7116,852.3371,344.0817,0.8854,842.0048,344.7326,-0.8869,832.2685,345.7555,-2.3399,822.0265,348.4251,-3.6562,812.4751,351.1544,-3.2571,803.5645,355.8178,-2.5441,794.1592,359.9638,-0.9007,784.8897,364.3292,0.8829
388,903.5917,336.0864,-0.4751,894.0256,338.8480,1.8911,883.9346,341.3852,3.1311,874.1740,343.3081,4.0706,864.4549,344.1807,3.3175,854.2017,344.7759,2.0909,843.7624,345.3314,0.3879,833.9104,345.6786,-1.5341,824.1621,347.3202,-2.9210,814.5001,350.0916,-3.7095,804.8470,353.8642,-3.2523,795.5627,358.1449,-2.0410,786.5027,362.7542,0.0088
389,905.0884,334.8528,-1.3033,895.5974,338.0795,0.3770,885.5662,340.7259,2.3216,876.3809,343.0265,3.3253,866.0142,344.3682,3.5379,856.3873,345.6163,2.6434,845.7428,345.9643,1.2315,835.8586,346.0775,-0.4311,825.9632,347.1255,-2.2262,815.7417,348.8762,-3.5781,806.4297,351.9839,-3.6338,796.8314,356.3792,-2.7091,787.7359,361.2099,-1.5586
390,906.7598,334.2496,-2.3344,897.1296,337.1852,-0.3841,887.5601,340.2292,1.2693,877.6816,342.8938,2.5977,867.8700,344.4652,3.3212,858.1622,345.7657,3.5884,847.9842,346.6730,2.3349,837.7009,346.7301,0.4938,827.8386,347.1238,-0.9769,817.8361,348.4458,-2.5620,807.9391,350.8490,-3.3184,798.5221,354.4080,-3.4070,789.0528,359.3826,-2.1083
391,908.2166,333.0569,-3.0084,898.9249,336.2742,-1.6422,889.1688,339.2802,0.0616,879.4770,342.5200,1.8667,869.8807,344.6411,3.0363,860.0043,346.6241,3.5021,849.8844,347.2087,3.0487,839.9538,347.6979,1.8267,829.6158,347.7556,-0.0757,819.4690,347.9784,-2.2952,809.5224,349.6828,-3.3086,799.9116,352.8291,-3.3855,790.9219,356.8608,-2.8481
392,909.7502,332.2464,-3.5684,900.2560,334.9820,-2.5382,890.5570,338.4821,-0.8013,881.1704,341.5400,0.9151,871.8127,344.8198,2.3743,861.9868,346.7274,3.7009,851.9129,347.8132,3.4048,841.7155,348.3230,2.2152,831.7683,348.3414,1.1716,821.3615,348.3038,-0.8941,811.4970,349.5889,-2.3425,801.5257,351.5935,-3.5437,792.2097,355.0284,-3.6498
393,911.5576,331.4985,-3.8560,901.7602,334.1214,-3.0231,892.4317,337.2172,-2.2610,882.7702,340.8829,-0.0936,873.2370,344.0903,1.3862,863.5300,346.6831,2.8992,854.0025,348.4646,3.6442,843.9598,349.3086,3.3502,833.8206,349.1980,1.9238,823.4335,349.2146,0.1122,813.2519,349.6037,-1.3554,803.2173,350.7704,-2.9729,794.0247,353.4997,-3.8156
394,913.4976,330.6572,-3.2839,903.5356,333.4293,-3.6346,894.1949,336.1057,-2.7191,884.6235,339.5871,-1.1275,875.1232,342.9977,0.5117,865.2265,346.1875,2.1723,855.8654,348.3223,3.4257,845.7565,349.7556,3.5306,835.5851,349.9068,2.6631,825.2366,350.1393,1.5331,815.2119,349.8247,-0.5296,804.9292,350.7531,-2.1764,794.8842,352.4304,-3.1530
395,915.0289,330.5453,-2.7405,905.0775,332.4924,-3.4957,895.5552,335.2318,-3.1871,886.2826,338.5662,-2.5154,876.6337,342.0243,-0.6646,866.9783,345.3861,1.3992,857.5755,348.1152,2.5633,847.6898,350.0736,3.5986,837.5603,350.8147,3.5096,827.3018,350.9251,2.2856,817.2123,350.5995,0.4898,807.1572,350.5433,-1.5117,797.0063,351.7329,-2.7704
396,916.6056,330.2570,-1.5373,907.1230,331.8417,-2.8864,897.2196,334.0106,-3.3135,887.9385,337.2324,-3.0953,878.1268,340.8588,-1.9685,868.5329,344.5006,0.2582,859.1945,347.6332,1.8933,849.4672,349.9675,3.1919,839.8192,351.6972,3.3067,829.4299,351.8210,3.1294,819.2891,351.7174,1.7951,808.6634,351.2860,-0.0962,798.6617,351.9570,-2.1677
397,918.6708,329.8478,-0.8141,908.7412,331.5492,-2.6320,898.9717,333.3114,-3.2483,889.2190,335.9476,-3.6013,879.9622,339.6971,-2.6535,870.2587,343.3508,-1.0697,860.8395,347.0103,1.1379,851.6527,349.5645,2.5565,841.3837,351.7722,3.5292,831.6850,352.4756,3.7548,821.3456,352.6329,2.6721,810.8912,352.1805,1.0756,800.6777,352.3255,-1.0808
398,920.6501,329.7793,0.2963,910.5228,331.3913,-1.5673,900.7848,332.8970,-3.1089,890.8047,335.1813,-3.5279,881.2692,338.4515,-3.3842,871.8864,341.3662,-2.2715,862.3198,345.6069,0.0119,852.6458,349.1194,1.7333,843.2564,351.6478,3.1853,833.4013,353.3351,3.6045,823.2156,353.8873,3.2322,812.9472,353.3311,2.0941,802.8844,352.8498,0.2893
399,922.3031,329.8678,1.2805,912.3917,331.1333,-0.4018,902.4932,332.7187,-1.9857,892.7551,334.4091,-3.2134,883.0426,337.0958,-3.5626,873.4594,340.5193,-2.7134,864.2496,344.2083,-1.3472,854.7241,348.2125,0.4308,845.1004,351.0754,2.2830,835.5008,353.4751,3.2283,825.5830,354.4730,3.7256,814.9842,354.6001,3.0739,804.5090,353.8999,1.5401
400,924.0076,330.2858,2.2395,914.1221,331.5096,0.5194,904.2520,332.2802,-1.3154,894.3315,333.8292,-2.7252,884.5470,336.0893,-3.5823,874.9237,339.1413,-3.6208,865.7730,342.6799,-1.9516,856.1231,346.8839,-0.6914,846.8627,350.6682,1.0358,837.0841,353.3998,2.4441,827.5500,355.0933,3.6112,816.9912,355.4836,3.2758,806.9049,355.4420,2.3269
401,926.2328,330.3401,2.8648,916.1615,331.7782,1.7757,906.0679,332.3959,-0.1632,895.9974,333.7407,-2.0528,886.0976,335.4535,-3.2464,876.6541,337.8103,-3.4157,867.0371,341.3079,-2.9420,857.8217,345.0359,-1.8806,848.2044,349.3803,0.2668,839.0184,352.5622,1.8126,829.2245,355.3392,3.2262,819.3248,356.5454,3.7351,808.8980,356.3375,3.0268
402,928.1400,330.7031,3.6003,917.9702,331.6806,2.5024,908.1180,332.7015,1.1611,898.2102,333.6570,-0.9327,888.0819,334.8078,-2.4205,877.9640,336.9135,-3.4862,868.7464,339.8812,-3.6878,859.1641,343.9999,-2.7096,849.7141,347.8382,-1.1250,840.4529,351.8885,1.1031,830.9249,354.8767,2.4005,821.1514,356.8850,3.3445,811.3353,357.7160,3.4967
403,929.3310,330.6170,3.4907,919.9220,332.2207,3.4295,909.8321,333.2103,1.7478,899.8093,333.8335,0.5182,889.9680,334.8701,-1.4841,879.9142,336.0484,-2.9591,870.2300,338.9232,-3.4321,860.7924,341.9445,-3.3572,851.3157,346.3692,-1.9995,841.8485,350.5103,-0.2671,832.5475,354.1856,1.5079,823.1620,357.0172,2.8795,813.0981,358.3483,3.5540
404,931.7471,330.4640,3.4172,921.8453,332.3194,3.6493,912.0182,333.6074,2.7899,901.6325,334.0123,1.4008,891.9127,335.0099,-0.4960,881.6656,336.1605,-2.1120,871.9733,338.0012,-3.1614,862.4613,340.5810,-3.4866,852.6955,344.2948,-2.8192,843.2173,348.9462,-1.1564,834.2306,353.0461,0.3509,824.6803,356.4595,2.3697,814.9107,358.6397,3.5313
405,933.2524,330.2047,2.6842,923.6772,332.1688,3.6432,913.8286,333.8207,3.1649,903.6669,334.6112,2.3088,893.6488,335.0650,0.2659,883.6404,336.1323,-1.0268,873.8401,337.1902,-2.8800,863.6340,339.9744,-3.5951,854.0987,343.2372,-3.2857,844.8840,346.9198,-2.2701,835.9708,351.5064,-0.6764,826.3317,355.4577,1.2924,816.8219,358.7377,2.7388
406,935.1611,329.8881,1.8176,925.5792,332.0605,3.2709,915.7301,333.9134,3.9503,905.7197,335.3103,2.8881,896.0245,335.8376,1.8383,885.3970,336.2362,-0.0509,875.4507,337.3579,-1.7136,865.6418,339.1019,-3.0854,856.0848,341.6023,-3.5774,846.4835,345.4207,-2.9793,837.1804,350.0386,-1.5844,827.8636,354.2456,0.4179,818.6273,357.8299,1.8353
407,936.8110,329.0780,0.7452,927.2438,331.8833,2.2517,917.2654,333.8411,3.5569,907.7604,335.3635,3.2797,897.7634,336.2874,2.6456,887.1934,336.8459,1.1434,877.2948,337.2275,-0.8226,867.3184,338.6152,-2.2718,857.7184,340.5627,-3.2986,848.1544,343.9309,-3.4625,838.4058,347.9423,-2.5980,829.7517,352.6382,-0.9484,819.9377,357.0287,0.9536
408,938.5771,328.2796,-0.1628,929.1228,331.0914,1.5223,919.3702,333.5961,2.9004,909.4887,335.9185,3.6363,899.7105,336.7819,3.1423,889.3950,337.5268,2.0621,879.2265,337.8815,0.2658,869.2011,338.6681,-1.4824,859.1127,339.9982,-3.0010,849.6865,342.4900,-3.6791,840.1214,346.1589,-3.3258,830.8284,350.5212,-2.0550,821.5367,355.4884,-0.3615
409,940.2771,327.5542,-1.3407,930.7551,330.5445,0.3496,920.7698,333.4366,2.3560,911.4500,335.3822,3.2287,901.4464,337.0768,3.6233,891.3745,337.9476,2.6836,881.0988,338.4349,1.1515,871.0015,338.6603,-0.3432,860.9870,339.4344,-2.1528,851.0924,341.6364,-3.3268,841.3628,344.7748,-3.5034,832.2569,348.7016,-2.8414,823.1114,353.4052,-1.5196
410,941.5290,326.4639,-2.1029,932.4082,329.6809,-0.9278,922.6613,332.6652,1.3385,913.0920,335.4948,2.7526,903.2967,337.3759,3.4081,893.1953,338.6155,3.2673,883.3185,338.7919,2.4550,872.9325,338.8510,0.3512,862.7255,339.4702,-1.1614,853.0941,340.7626,-3.0059,843.0526,343.4152,-3.5850,833.8953,346.8865,-3.3388,824.5211,351.6311,-2.1558
411,943.5700,325.6318,-2.9478,934.0036,328.8107,-1.5959,924.6283,332.1345,0.0730,914.6591,334.8244,2.3231,904.8578,337.3494,3.1840,895.1570,338.6609,3.6790,885.3132,339.9696,3.0400,875.1607,339.9753,1.4197,864.7704,339.9819,-0.1421,854.7532,340.7395,-1.7811,845.0288,342.6521,-3.1291,835.2028,345.3018,-3.2785,825.7608,349.7563,-3.1496
412,945.1954,325.0046,-3.4935,935.3718,327.4196,-2.7704,926.0650,330.7650,-0.9545,916.5622,334.5667,0.8067,906.8664,336.8626,2.2234,896.8379,339.3177,3.3804,887.2622,340.0886,3.8330,876.9453,340.8658,2.5155,866.9504,340.9675,0.7041,856.6972,340.8525,-0.7229,846.7620,341.8482,-2.6619,836.8946,344.1046,-3.4500,827.4848,347.8998,-3.4975
413,946.8985,323.8464,-3.5635,937.4358,326.8423,-3.1583,927.5213,330.0157,-1.9158,918.3224,333.3460,-0.1819,908.6431,336.6097,1.4299,898.7060,338.9013,2.8534,888.9792,340.8324,3.5421,878.9921,341.3959,3.4480,868.7339,341.7699,1.8376,858.6141,341.5770,0.1129,848.6162,341.9260,-1.3073,838.5434,343.1950,-3.0083,828.9045,346.2883,-3.7176
414,948.6139,323.4997,-3.1548,938.6997,325.6427,-3.6142,929.1977,328.7841,-2.6614,919.6615,332.2568,-1.5252,910.1932,335.4877,0.2956,900.4391,338.8259,2.1067,890.8962,341.0893,3.2509,881.0635,342.1514,3.7714,871.0080,342.5777,2.8200,860.6439,342.6080,1.3688,850.4258,342.4160,-0.3547,840.2656,343.0726,-2.4908,830.3139,345.0940,-3.2100
415,950.4274,322.6926,-2.8719,940.5491,325.1728,-3.7175,930.8277,327.4414,-3.5883,921.4072,331.0155,-2.7736,911.9210,334.4766,-0.7945,902.2228,337.8087,1.1861,892.6979,340.6539,2.8526,883.0038,342.3726,3.5543,872.6203,343.2193,3.5814,862.4198,343.2405,2.6240,852.3598,343.1178,0.5618,842.2163,343.4730,-1.1169,832.0914,344.4019,-2.7588
416,952.0756,322.8324,-1.7902,942.3038,324.4008,-3.2031,932.6683,327.0110,-3.6206,923.0442,329.7845,-2.9955,913.5481,333.3176,-1.5997,904.0080,336.8624,0.1537,894.3212,340.0771,2.1342,884.8571,342.2722,3.2081,874.8300,343.7436,3.6792,864.7757,344.1443,2.9968,854.2859,343.9928,1.9296,844.0656,343.9594,-0.2432,833.9272,344.2203,-1.7974
417,953.9520,322.0290,-0.9166,944.0485,323.6985,-2.7374,933.9446,325.7005,-3.7185,924.3241,328.5674,-3.7580,914.9417,331.9538,-2.1863,905.4041,335.7768,-1.3209,896.2410,339.1697,0.9526,886.5846,342.2484,2.4332,876.8420,344.2418,3.6617,866.8731,345.3733,3.4556,856.2643,345.4369,2.6766,846.0294,344.8025,0.9507,835.7726,344.5702,-0.9956
418,955.7931,322.5583,0.2359,945.7290,323.8622,-1.7340,935.9354,325.1209,-2.9461,926.2853,327.4683,-3.4654,916.7056,330.8183,-3.2476,907.2671,334.4626,-1.9593,897.9013,338.1730,-0.3316,888.1253,341.7272,1.7111,878.4925,344.2403,2.9416,868.8223,345.6279,3.8030,858.6039,346.0278,3.0884,848.1952,345.8680,2.0194,837.9491,345.2985,0.5220
419,957.6272,322.5903,1.5009,947.4473,323.9355,-0.6640,937.9354,324.8188,-2.3244,927.7933,327.0413,-3.2875,918.4328,329.5583,-3.6000,908.8703,333.1342,-3.0243,899.4578,336.9424,-1.5393,889.9095,340.5058,0.2911,880.4351,343.9865,2.2614,870.4720,346.2687,3.3419,860.6213,347.0493,3.3543,850.3947,347.1820,2.8979,840.1058,346.7714,1.2934
420,959.2009,322.9538,2.2605,949.3202,323.6635,0.7799,939.3715,324.8465,-1.1505,929.6305,326.3976,-2.8200,919.5338,328.8826,-3.9197,910.2212,331.4234,-3.4229,900.7505,335.3275,-2.2916,890.9975,339.4494,-0.6157,881.8342,342.9941,1.1123,871.9318,346.1447,2.9734,862.6231,347.8546,3.6959,852.3554,348.1888,3.3610,842.1541,347.6137,2.4728
421,961.3503,322.9812,3.1460,951.3907,324.0413,1.6548,941.0092,325.2057,-0.0583,931.3956,326.4212,-2.0089,921.5186,327.7775,-3.0106,911.6340,330.6061,-3.4160,902.3768,334.0413,-3.0916,892.8588,337.8780,-1.8247,883.5614,341.9632,0.2530,874.0981,345.1653,2.0048,864.3034,347.8338,2.8083,854.6473,349.0878,3.4824,844.2646,348.8795,3.2178
422,963.1764,323.1766,3.5960,953.5569,324.6400,2.8266,943.3692,325.4690,0.7556,933.2857,325.9870,-1.0261,923.4795,327.4359,-2.6961,913.2769,329.6558,-3.3768,903.9097,332.2230,-3.4891,894.5707,336.0697,-2.7861,885.0669,340.3767,-0.8702,875.5834,344.2769,0.9272,866.3314,347.6060,2.4471,856.1600,349.7675,3.5670,846.1669,350.0321,3.4955
423,965.1081,323.0190,3.7781,955.3588,324.6532,3.2674,945.0420,325.5748,1.8446,935.2160,326.5467,0.2953,925.3545,327.3487,-1.5878,915.3594,328.6483,-2.9228,905.2278,331.0852,-3.6127,895.8262,334.8014,-3.3128,886.9179,338.8342,-2.1340,877.3321,343.0967,0.0664,867.6716,346.7648,1.7301,858.2672,349.4360,2.8421,848.2611,351.1052,3.6728
424,966.9258,323.2257,3.3102,957.0243,324.6772,3.3340,947.1326,325.7560,2.8525,937.2059,326.8428,1.4870,926.7122,327.4543,-0.3224,916.7699,328.6246,-2.3944,906.9436,330.5373,-3.4220,897.5014,333.4970,-3.7160,888.5285,337.2776,-2.9187,878.9594,341.5091,-1.2278,869.4243,345.7641,0.5891,860.0741,349.1349,2.2258,850.1855,351.0939,3.3332
425,968.5102,322.7063,2.8718,959.1133,324.6458,3.4247,948.8078,326.3369,3.4790,938.8748,327.1559,2.7500,928.7791,327.7017,0.4829,918.5663,328.7213,-1.0430,908.7784,330.0809,-2.7723,899.0628,332.1933,-3.8446,889.4340,335.5640,-3.3189,880.2601,339.6358,-2.2798,871.2792,344.3152,-0.6083,861.4843,348.2432,1.4724,852.2450,350.9673,2.7429
426,970.3087,322.0790,1.9572,960.5265,324.6446,3.1902,950.9601,326.5391,3.4115,941.0647,327.5460,3.3815,930.8056,328.4692,1.8918,920.5828,328.7691,-0.1679,910.5962,329.6960,-2.0579,900.7972,331.3977,-3.4709,891.0806,334.0765,-3.7076,882.0015,337.6847,-3.2064,872.4463,342.3020,-1.6140,863.4018,347.0649,0.1491,853.6552,350.6001,1.7131
427,972.3080,321.9706,0.7356,962.3202,324.2363,2.5225,952.7106,326.4419,3.3098,943.0093,327.9504,3.4365,932.7745,329.0381,2.6120,922.7271,329.2182,1.0546,912.5436,330.0804,-1.2629,902.5468,331.0796,-2.4294,892.5795,333.2460,-3.3364,883.3983,336.2299,-3.4710,873.7180,340.4736,-2.5980,864.6758,344.8475,-1.1698,855.4155,349.3990,0.9439
428,973.5952,320.8182,-0.3215,964.1211,323.5747,1.4084,954.3142,326.2851,2.8110,944.6098,328.1491,3.5342,934.4694,329.2935,3.0729,924.3833,329.9166,2.0352,914.4879,330.0797,0.0694,904.5730,330.6039,-1.7070,894.6441,332.4016,-2.7291,885.0312,335.1839,-3.3615,875.3567,338.5655,-3.1149,865.9076,342.9664,-2.1507,856.8571,347.9027,-0.0693
429,975.4147,320.3541,-1.3416,965.9835,322.9697,0.5318,956.2955,325.7735,2.2440,946.3668,328.5461,3.1746,936.6577,329.6696,3.3507,926.6423,330.6133,2.6306,916.2482,331.0214,1.4827,906.3491,331.0059,-0.5333,896.4213,331.7674,-2.4059,886.3164,334.0132,-3.1080,877.1210,336.9993,-3.3936,867.2488,341.3695,-2.5968,858.0702,346.0103,-1.1126
430,977.0780,319.1557,-2.2577,967.3991,322.1356,-0.4651,958.0224,325.1545,1.2393,948.2265,328.0012,2.6849,938.5808,329.8152,3.6585,928.3154,331.3285,3.4128,918.5370,331.6098,2.6054,908.0654,331.4121,0.8289,897.9782,332.1776,-1.0339,888.3368,333.2946,-2.7359,878.5072,335.9656,-3.6571,869.1713,339.4559,-3.3999,859.8626,344.1222,-2.0590
431,978.6382,318.2520,-2.8475,969.1334,321.0994,-1.5935,959.7360,324.1624,0.3427,950.2736,327.3288,1.7819,940.4541,330.0190,3.2259,930.2349,331.4077,3.6604,920.3686,331.9017,2.8733,909.9857,332.2779,1.7504,899.9634,332.6119,-0.1772,889.9479,333.2846,-1.7214,879.8866,334.9399,-2.9018,870.4762,337.8174,-3.6887,861.0799,342.0756,-3.0448
432,980.2697,317.3483,-3.1200,970.8152,320.1829,-2.3615,961.3113,323.4361,-1.2618,951.7104,326.5782,0.8138,942.0289,329.8264,2.6189,932.4773,331.4751,3.4985,922.0895,332.7393,3.4269,912.2638,333.2637,2.9696,902.0161,333.1357,0.9576,891.4400,333.5271,-1.0382,881.9077,334.5815,-2.4036,871.7849,336.9214,-3.2984,862.5611,340.1158,-3.4969
433,982.1111,316.4143,-3.4362,972.3277,319.1292,-3.1699,963.0114,322.2417,-1.6370,953.4046,325.5065,-0.4268,943.8817,329.0329,1.4963,934.2026,331.4973,2.8305,924.2563,333.2500,3.7772,914.3818,334.0975,3.3040,904.2025,334.6600,1.9862,894.0536,333.8591,0.0691,883.6378,334.5841,-1.5986,873.7644,336.1975,-2.9181,863.8800,338.7196,-3.7147
434,983.8033,315.9405,-3.4174,974.1960,318.1706,-3.5245,964.5970,321.2934,-2.9430,954.8623,324.5336,-1.2411,945.4925,328.1683,0.5854,935.7130,331.0017,2.1768,926.1589,333.3320,3.1028,916.2108,334.6588,3.3454,905.8041,334.8813,2.8917,895.8432,335.1420,1.5082,885.6350,334.8573,-0.4650,875.4930,335.5107,-2.1006,865.8958,337.4250,-3.1150
435,985.5931,315.4607,-2.7248,975.7003,317.3640,-3.5160,966.3524,320.4011,-3.4812,956.6263,323.4892,-2.2569,947.0758,327.0951,-0.5109,937.4724,330.6417,0.9465,927.8269,333.2830,2.7856,917.8829,335.1984,3.5972,908.0447,335.9721,3.4521,897.8381,335.8236,2.6018,887.3054,335.5200,0.4431,877.3622,335.9674,-1.2532,867.3634,336.7965,-2.3865
436,987.0393,315.1687,-1.9842,977.1642,316.7160,-3.1325,967.9300,319.1453,-3.7190,958.0557,322.3591,-3.0375,948.6544,325.7022,-1.5465,939.2111,329.5882,0.0636,929.9269,332.6059,2.1309,919.9906,335.1059,3.1699,909.8429,336.8051,3.7125,899.7962,336.6710,3.0471,889.6315,336.5913,1.4930,879.2886,336.6789,-0.3197,869.3405,336.7487,-2.1389
